Type,Breed1,Breed2,Color1,Color2,Color3,Fee,Quantity,VideoAmt,AgeBins,PhotoAmt,Age,BreedPure,Gender,MaturitySize,FurLength,Health,ColorAmt,Vaccinated,Dewormed,BreedName,Sterilized,StateBins,ColorName,Description,AdoptionSpeed
2,266,0,2,0,0,0,1,0,"[  3,  6)",1,4,Y,2,2,1,1,1,2,1,Domestic Short Hair,2,Others,Brown,Shimmer is looking for a forever home. Potential adopter must love cats and able to spend time and money on her. Not jus temporary but forever. No caging but must ensure she is safe ya. Diet Iams but loves fish and chicken. Bob tailed. Location sg petani.,3
2,266,0,3,5,7,0,1,0,2,7,2,Y,2,2,2,1,3,1,1,Domestic Short Hair,2,41326,Golden,"Introducing Noel! This girl has a beautiful white coat with bright orange patches. Oh, and hazel green eyes to die for! Rescued on a rainy Christmas afternoon at a street junction in Petaling (Friday). After a brief moment of petting, the darling decided simply to 'adopt' us, she kept tagging along wherever we went. (It's like she knew it HAD to be me, that i'd finally give in to such temptations and take her with me). I can be such a kitty magnet at times... This lady is extremely sweet and manja. I don't think she's had much attention from anyone during her life on the streets. Thus, i'd prefer it if she's able to go to a new home where she'd have other kitts to play around with...either that or lots and LOTS of human attention :] She's able to take solids already (currently on RC Kitten diet) and is clever with the litterbox. If you would like to give this girl a good, loving home, please contact me or drop me an e-mail. Details on your past experiences with cats will be much appreciated. Thank you!",2
1,206,0,1,7,0,0,1,0,"[  3,  6)",1,4,Y,1,3,2,1,2,3,3,Siberian Husky,3,41326,Black,"A 4 months old Male pure breed Husky in Cheras is waiting for adoption. Anyone who is interested, Please contact directly Sylvester Urgent 一隻雄哈士其等待領養。 小哈現已4個月大， 據主人說是純血哈士其， 但沒有血統證明書。 狗狗現在在Cheras (吉隆坡) 有興趣領養的朋友， 可以聯絡Sylvester",2
2,285,265,5,0,0,300,1,0,"[  3,  6)",4,3,N,1,1,3,1,1,2,1,Persian,2,41326,Cream,he's adorable very like to cuddle and play a lot he need new family the adoption fee is negotiable,4
2,266,0,1,2,0,0,4,0,"[  0,  2)",3,1,Y,3,1,1,1,2,2,2,Domestic Short Hair,2,41326,Black,"I feed the mother who is a stray cat everyday. When I was away from home for 4 days, she brought all her kittens to my house and placed them in the drain. One day it rained and they were nearly drowned. My huaband saved them and placed them in the cat carrier. They all seems healthy and about a month old.",3
1,307,0,3,4,5,0,1,0,"[  6, 12)",1,6,N,1,2,1,1,3,2,2,Mixed Breed,2,41401,Golden,"A male stray dog estimated to be 6-7 months need a chance to live badly, He is very friendly toward human, adorable, obedient, quiet and spiritually. This poor one is starving and very thin, he urgently need an owner and a house to stay and he is still a puppy, anyone interested and able to adopt please contact, location Kepong. I am willing to sponsor vaccination and deworming fees just hope that there is people out there that's willing to adopt and give him a chance, a place to live. Forester is also welcome as this pup is very vulnerable, dangerous and unsafe leaving alone in the street, he is currently still living on street and I don't know how long he could made it. Please help urgently and god bless you all.",4
1,307,0,2,0,0,0,1,0,2,2,2,N,2,1,1,1,1,2,2,Mixed Breed,2,41326,Brown,She is 2 months old and needs a wonderful family to love and care for her.,4
1,307,0,1,2,0,0,9,0,"[  0,  2)",4,0,N,3,1,1,1,2,2,2,Mixed Breed,2,41326,Black,"Dearest future adopters, I'm Diyanah, im helping a friend to find lovely homes for 9 little gorgeous orphan pups who were delivered by their stray mother in front of my friend's house in Damansara Utama. The pups are super adorable, they are approximately 3 weeks old. They are mixed breed of mongrel and bull dog. 8 of them are in black except for 1 which is in light soft golden brown. Not sure of their gender as they are too small to be determined :P . We are desperately looking for adopters as these pups deserve to be loved and to be cared for. As for now, they are still in front of my friend's house under a shade she made to cover them from the hot sun rays and the cold rain. My friend cant take them in as she has one hugeee cranky dog who lives in the house and i cant even if reallllyyy want to :( . Therefore, adopters please consider on taking in these pups as they are ready to lit your heart with so much loveeee and warmth.. promise!!!!",1
2,265,0,3,7,0,0,1,0,"[  6, 12)",2,6,Y,2,2,3,1,2,1,1,Domestic Medium Hair,2,Others,Golden,saya jumpa kucing ni di kedai makan. saya ingin mencari sesiapa yg sudi menjaga dan beri kasih syg pada kucing ni. kalau boleh tolong mandulkan kucing ni. saya tak mampu untuk mandulkan dia sekarang sebab kos vet swasta kat tempat saya (alor setar)mahal rm-rm..saya cuma mampu vaksinkan dia dan bagi ubat cacing... mimi sekor kucing yang playful...,2
2,266,0,1,7,0,0,2,0,"[  3,  6)",0,5,Y,1,1,1,1,2,2,2,Domestic Short Hair,2,41401,Black,"I LOST THEIR MOM AFTER A WEEK I ADOPTED HER FROM A FRIEND.SURPRISINGLY AFTER THREE WEEKS SHE WAS AT THE DOOR STEP AND HAVING THEM TWO MONTHS LATER .ROOKIE (WHITE) VERY ""MANJA"" TYPE AND BATMAN (BLACK) VERY PLAYFUL. AS I'LL MOVING TO A TINY FLAT VERY SOON I AM SO EAGER TO FIND THEM A GOOD HOME.",4
2,266,0,1,5,7,0,1,0,"[  0,  2)",4,1,Y,1,1,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"Found him meowing at the back of my house. As I already had two cats in the house, I can't afford for another one. Bambee, cute kitten for adoption, 1-month old, need home, lonely with no family,cute but sad, will you make it happy?",3
2,266,0,1,6,7,50,5,0,"[  0,  2)",5,1,Y,3,2,1,1,3,2,1,Domestic Short Hair,2,41326,Black,"RM50 fee will be return back to adopter in item for The kitten. Visit kittens at Saujana Pet Shop, Bandar Saujana Putra. Mother for will given free for whom interested with de-worm and free gift. Rezeki rakan-rakan rupanya bulunya agak lebat dan 2 lagi kucing siam walaupun ibunya DSH.",2
2,265,265,1,7,0,0,1,0,"[  3,  6)",6,3,Y,2,2,2,1,2,2,1,Domestic Medium Hair,2,41401,Black,"another rescued kitten ready to go to new home. kindly contact me for adoption details,thank you. *only for Kuala Lumpur.Selangor/Klang Valley.",4
1,307,117,1,2,7,0,1,0,"[  6, 12)",0,10,N,2,2,2,1,3,1,1,Mixed Breed,1,41326,Black,"Donut is a friendly doggie and very domesticated. She will bark at strangers and will not run out of the house. Needs a cage as her sleeping bed, she likes to lie in there. Her former owner abandoned her after she had demodex. She is cured now. Vaccination and neutering fees to be borne by adopter. Please call if you can give her a home.",4
2,266,0,1,5,7,0,8,0,2,1,2,Y,3,3,1,1,3,2,2,Domestic Short Hair,2,41336,Black,"Please call for appointment at. Location at No. 3 Jln Sentul, Melodies Garden, JB.",2
1,206,189,1,5,0,0,1,0,"[  0,  2)",1,1,N,1,1,2,1,2,2,2,Siberian Husky,2,41326,Black,Harry is among 5 siblings who is looking for a home. He is 3 weeks old. Efforts are being made to find him a loving home. Harry needs someone who will patiently want to know him for who he is. Kindly contact me if you're interested in adopting Harry.,1
1,307,0,2,0,0,0,1,0,"[  3,  6)",3,3,N,1,2,1,1,1,2,1,Mixed Breed,2,41326,Brown,"Cheeko was found last week with bad skin, starving and a fiesty disposition. Today, his skin has improved some, his ribs don't stick out so much and he knows when to roughplay and when to keep quiet and go to sleep. He's also toilet trained and when someone takes him out every 6 hrs, he will not soil the room he sleeps/plays in. He'll make a good watch dog as he can get protective and growl in his cute lil puppy way.",1
1,307,307,2,0,0,0,1,0,"[ 12, 24)",1,12,N,2,2,2,1,1,1,1,Mixed Breed,1,41326,Brown,For Adoption,3
1,307,307,2,0,0,0,1,0,"[ 12, 24)",2,23,N,2,3,2,1,1,1,1,Mixed Breed,1,41326,Brown,"Winnie Caramella Brown is friendly, beautiful & comical. She is an easy going girl with lots of love to share. She is a large size teddy bear. Having her is like having a BFF 😍😳😀 She would love to have a family or home to call her own. Hope a kind soul will adopt her and give her a forever Home.",4
2,266,0,6,0,0,5,3,0,"[  0,  2)",3,1,Y,2,1,1,1,1,2,2,Domestic Short Hair,3,41336,Gray,Cute kitten,1
2,264,0,1,0,0,300,1,0,"[ 12, 24)",2,18,Y,2,3,3,1,1,1,1,Domestic Long Hair,2,41326,Black,"I am putting this up for a friend. This what she asked me to write: ""Saya terpaksa let go Putri kesayangan kerana sekarang tengah expecting, dan tak sempat nak beri sepenuh perhatian kepada Putri. Kepada yang berminat, boleh call saya di. Saya tinggal di Puncak Perdana, Shah Alam. Terimakasih.""",2
2,266,0,2,6,7,0,2,0,2,3,2,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41332,Brown,Two extremely cute kittens dumped behind our shop in Seremban 2. No idea of gender. Currently being looked after by the shopkeepers around the area as I can't take them home because no more space (7 cats in the house already). Please whatsapp me if interested.,2
2,266,0,1,5,7,0,3,0,"[  0,  2)",3,1,Y,3,1,1,1,3,2,1,Domestic Short Hair,2,41401,Black,Three siblings very playful. Healthy.,1
1,307,307,1,2,5,0,1,0,"[ 24, 60)",1,36,N,2,2,2,1,3,1,1,Mixed Breed,1,41326,Black,Tiger looking for her forever home Adopt her today WhatsApp only at :,4
1,307,0,2,0,0,0,1,0,"[  0,  2)",2,1,N,2,2,1,1,1,1,1,Mixed Breed,1,41326,Brown,"Abby is a beautiful girl with lots of charm. She is smart, very brave, energetic, loves to play run and catch and even learning house breaking. With the right training, Abby will be a great jogging companion and a loving playmate to children. 🐾🐾 Let's adopt a pet and save a life🐾🐾",2
1,307,0,1,4,7,0,1,0,"[ 12, 24)",2,12,N,2,2,1,1,3,1,1,Mixed Breed,1,41401,Black,"A rescued pup from Klang pound back in May,. She has been ressurrected from ill health & is on the prowl for game , fun & mock fights. Handsome, yes handsome like a dingo. She is also featureed as "" Good morning, Sir"". please contact me at:",4
1,307,0,2,0,0,0,2,0,2,4,2,N,3,2,1,1,1,2,1,Mixed Breed,2,41326,Brown,These 2 cuties are playful siblings looking for committed dog owners to care for them for life. Do not adopt for short term fun. Dogs are not trash to be dumped if not wanted anymore. Call Pat at or Jocelyn at if you can commit to caring for them. Adoption is free but adopters must commit to neutering by paying rm to my regular vet upon adopting. A receipt will be issued.immediately. Neutering will be done at no extra cost when pups are ready.,3
2,266,303,1,4,7,0,1,0,"[  6, 12)",2,10,N,2,2,1,1,3,1,1,Domestic Short Hair,1,41326,Black,"Introducing Minnie: ♦Female, 10 months old, beautiful torbie girl with striking tri-colour markings. ♦Has a very kitten like behavior. She will sometimes 'bite' gently onto any shirt/clothes you're wearing and try to 'nurse', while purring and massaging you with both her paws. ♦Does not like other cats but LOVES people. Very energetic and playful. ♦Already vaccinated, dewormed and spayed. Note: Minnie was returned back to me (along with Rascal) by her previous owner. This girl is very loving and has so much potential, it really is sad to see her missing her old home and all the attention she used to have. Please drop me an email or call if interested. Details about your past experience with cats will be much appreciated. Thank you!",3
2,299,266,1,6,7,0,1,1,"[  3,  6)",2,4,N,2,2,1,1,3,2,2,Tabby,2,41401,Black,"Hi, saya sedang mencari mereka yang sudi adopt kucing yang saya temui di kedai berhampiran dengan kawasan perumahan saya. Sementara ini, saya menamakannya 'Chopper'. Dia sangat aktif bermain bola loceng, toilet trained, makan friskies & whiskas, senang dimandikan & tak kacau barang dalam rumah. Sesiapa yang berminat dengan kucingi ni, sila hubungi saya sebelum 7 Feb kerana saya outstation pada 8 Feb. Terima kasih (=^.^=) meow~",1
1,307,0,2,0,0,0,1,0,2,1,2,N,2,2,1,1,1,2,1,Mixed Breed,2,41327,Brown,"This puppy was removed from MPSP Dog Pound few days ago. The puppy is healthy, active and in good condition. We hope that some good Samaritans may come forward to help adopt her. If you are interested to adopt, please contact.",4
2,299,0,4,6,7,0,4,0,"[  3,  6)",5,3,Y,3,2,1,1,3,3,3,Tabby,3,41336,Yellow,The kitten were given birth by my pet cat in March.,3
1,307,0,1,2,0,20,1,0,2,1,2,N,1,2,1,1,2,2,2,Mixed Breed,2,41327,Black,The puppy is currently taking shelter at SPCA Seberang Perai. Those interested to adopt him may contact us via email.,2
2,283,283,3,6,7,0,1,0,"[  3,  6)",2,4,Y,2,1,1,1,3,2,2,Oriental Short Hair,2,41401,Golden,Loves to cuddle. Very cute looking. Loves humans attention,4
1,307,0,2,5,7,200,3,0,"[  3,  6)",5,3,N,2,2,1,1,3,2,2,Mixed Breed,2,41401,Brown,"3 female pups up for adoption. Two female pups for adoption.approximately 3 mths old. White pup- very smart, fearless, active Brown pup - abit fearful, short leg. Light brown pup - a bit feaful. Short tail. I don't mind to bear the spaying cost, as long as they go to good home. Preferably to be adopted together.",4
